user_id, title, author, publisher, isbn, language, no_of_exchanges, rating, genre
aYvhMhbxNXrZH29WCNe2dn,Understanding Sociological Theory for Educational Practices,Tania Ferfolja,Cambridge University Press,9781316334836,English,1,5.0,Education 
DZ3B4hygmTsUjsxJcLfdpf,Teacher Education Yearbook XXIV: Establishing a Sense of Place for All Learners in 21st Century Classrooms and Schools,LeAnn G. Putney,Rowman & Littlefield,9781475824582,English,4,0,Education 
E4JinY4bYq5tx5JhGnd74c,Language| Culture| and Community in Teacher Education,Maria Estela Brisk,Routledge,9781135155230,English,2,0,Education 
RvwH5nmCC46dft6BR4MwJi,Minority Students in Special and Gifted Education,National Research Council,National Academies Press,9780309170819,English,1,0,Education 
ihv8gqxYa4S2NmA8daqpUi,Developmental and Educational Psychology for Teachers: An applied approach| Edition 2,Dennis McInerney,Taylor & Francis,9781317365662,English,4,0,Education 
MSPVeHWrhMnPLbh66pj5tE,Taking Science to School: Learning and Teaching Science in Grades K-8,National Research Council,National Academies Press,9780309133838,English,9,0,Education 
fpMwXBZZ88x3ZC3pYXJkaV,Technology-enabled Mathematics Education: Optimising Student Engagement,Catherine Attard,Routledge,9781351189378,English,8,0,Education 
4M5G94o2gwyV5Ud4VkKSXf,Learning to Teach: A Critical Approach to Field Experiences| Edition 2,Natalie G. Adams,Routledge,9781135602574,English,6,5.0,Education 
hxnm3hyo6VAznWjk6vFmv5,Teaching Number in the Classroom with 4-8 Year Olds: Edition 2,Robert J Wright,SAGE,9781473908758,English,1,0,Education 
ZsBHtUoC62iS4jctUm3a5r,Beyond Classical Pedagogy: Teaching Elementary School Mathematics,Terry Wood,Routledge,9781135658717,English,9,0,Education 
6QkxEoX6ePi2oM8yNHRTM5,STEM in Early Childhood Education: How Science| Technology| Engineering| and Mathematics Strengthen Learning,Lynn E. Cohen,Routledge,9780429843655,English,2,0,Education 
VZDGzAUhXVNp7sReRbyfCS,Narrative Inquiry in Early Childhood and Elementary School: Learning to Teach| Teaching Well,Stephanie Sisk-Hilton,Routledge,9781317409038,English,0,0,Education 
J4YYPPiYECCuqdmHSvwMS2,Tangled Up in School: Politics| Space| Bodies| and Signs in the Educational Process,Jan Nespor,Routledge,9781135458850,English,1,0,Education 
8szS8xLfAjWfeR5Crmbgwp,Dynamic Physical Education for Secondary School Students: Edition 9,Timothy A. Brusseau,Human Kinetics,9781492591108,English,0,0,Education 
oRxGvBZj6Xp233coeUkdUC,Thinking Critically About Environments for Young Children: Bridging Theory & Practice,Lisa P. Kuh,Teachers College Press,9780807773086,English,3,0,Education 
QUVrn9gaQhPnBqsRiAceUd,Schools| Classrooms| and Pupils: International Studies of Schooling from a Multilevel Perspective,Stephen W. Raudenbush,Academic Press,9781483219813,English,1,0,Education 
WTM47ufqS8RhFuT4LJfATm,Case Studies in Physical Education: Real World Preparation for Teaching,Sandra A Stroot,Taylor & Francis,9781351818551,English,3,0,Education 
mRRtLKQkFSiZfTU94t2DVu,Music Theory For Dummies: Edition 4,Michael Pilhofer,John Wiley & Sons,9781119575511,English,8,4.4,Music 
Qer7z8FcyUimiYzeBB92of,Jazz Composition: Theory and Practice,Ted Pease,Hal Leonard Corporation,9781476866857,English,4,0,Music 
FXcFuJUZxwZPKyBnY8AujS,A Law Dictionary Containing Definitions of the Terms and Phrases of American and English Jurisprudence| Ancient and Modern ...,Henry Campbell Black,The Lawbook Exchange| Ltd.,9781886363106,English,6,4.1,Law 
ac8kduFdPUmC7ipDEPCx5K,The Broadview Guide to Writing: A Handbook for Students - Sixth Edition: Edition 6,Corey Frost,Broadview Press,9781770485839,English,0,0,Language Arts & Disciplines 
2h86g7mWdLhVJfJK4ch6gq,Writing for Science Students,Jennifer Boyle,Macmillan International Higher Education,9781137571526,English,8,0,Education 
3cvNCtbwva2TjwXZAqGqM3,The Meaning of Mariah Carey,Mariah Carey,Andy Cohen Books,9781250164698,English,8,4.8,Biography & Autobiography 
d4NWirprhbs7uvFTRvTbnd,Composition-Rhetoric: Backgrounds| Theory| and Pedagogy,Robert Connors,University of Pittsburgh Pre,9780822971825,English,7,0,Language Arts & Disciplines 
T2MvmoyjqkcVeFJoE5Feco,Art of War,Niccolò Machiavelli,University of Chicago Press,9780226500324,English,1,4.0,History 
i5ygSZTrPjoUB5s5Zwt8RD,The Craft of Research| Fourth Edition,Wayne C. Booth,University of Chicago Press,9780226239873,English,0,3.8,Language Arts & Disciplines 
8NuSmRCSs9MN6NM7oDQ5K2,Accessing the WAN| CCNA Exploration Companion Guide: Acce WAN CCNA Expl Comp Gd_1,Bob Vachon,Cisco Press,9780132877572,English,3,3.7,Computers 
8jmbaqnGUisdYsmw8wSkvu,Rhetoric and Reality: Writing Instruction in American Colleges| 1900 - 1985,James A. Berlin,SIU Press,9780809386857,English,7,0,Language Arts & Disciplines 
WheupVGE3zL2WYeCCRCWk2,CliffsTestPrep CSET: English,Emily M Hutchinson,Houghton Mifflin Harcourt,9780544185807,English,2,3.0,Study Aids 
aJ8nigBrmATeoKw8Va7Gdh,An Introduction to English Grammar: Edition 4,Gerald Nelson,Routledge,9781317518587,English,0,4.4,Language Arts & Disciplines 
mitPcnsNnnfTfwUohjewvE,Why They Can't Write: Killing the Five-Paragraph Essay and Other Necessities,John Warner,JHU Press,9781421427119,English,9,3.0,Education 
iey9BSXnCgjRmWAb53Fwoq,Medieval Writers and their Work: Middle English Literature 1100-1500| Edition 2,J. A. Burrow,OUP Oxford,9780191538544,English,1,0,Literary Collections 
dB59JupvpztyHiNCb3wkL5,Hildegard von Bingen's Physica: The Complete English Translation of Her Classic Work on Health and Healing,,Simon and Schuster,9781594777752,English,0,5.0,Body, Mind & Spirit 
